,vacancy_id,section_id,section_title,section_body,target
2868,39860522,1,задача,создание развитие внутренний инфраструктура обработка анализ данные построение предсказательный модель,0
2869,39860522,1,задача,участие проект создание система автоматический принятие решение аналитический сервис система,0
2870,39860522,2,требование,опыт область машинный обучение обработка большой объем данные классификация кластеризация,1
2871,39860522,2,требование,знание основа математический статистика проверка гипотеза линейный модель распределение,1
2872,39860522,2,требование,хороший навык программирование Python C ++ Go.,1
2873,39860522,2,требование,уверенный знание опыт работа Linux,1
2874,39860522,2,требование,плюс опыт самостоятельный ведение проект,1
2875,39860522,3,предлагать,конкурентный уровень заработный плата,3
2876,39860522,3,предлагать,система премирование научный достижение публикация статья регистрация патент выступление конференция,3
2877,39860522,3,предлагать,лекторий рамка который пригласить эксперт наш специалист регулярный основа делить,3
2878,39860522,3,предлагать,внутренний программа поддержка инновация,3
2879,39860522,3,предлагать,медицинский страховка включать стоматология госпитализация международный путешествие,3
2880,39860522,3,предлагать,просторный лофт офис бцекть трехгорный мануфактура 10 15 минута пешком метро,3
2883,37247151,1,наш стек,DL Frameworks TensorFlow PyTorch Horovod,5
2884,37247151,1,наш стек,автоматизация процесс TeamCity K8S Slurm,5
2885,37247151,1,наш стек,Hardware кластер Nvidia Tesla V100 распределить обучение,5
2886,37247151,2,предстоять,развивать архитектура алгоритм обработка акустический языковой модель распознавание речь,0
2887,37247151,2,предстоять,ресерчить алгоритм который помочь улучшить качество распознавание шумный среда,0
2888,37247151,2,предстоять,экспериментировать параметрический модель синтез речь,0
2889,37247151,2,предстоять,улучшать качество Keyword Spotting,0
2890,37247151,2,предстоять,генерировать гипотеза ставить эксперимент доносить результат,0
2891,37247151,2,предстоять,изучать реализовать SOTA алгоритм,0
2892,37247151,3,ждеть,практический опыт работа Data Scientist менее 2 х год,1
2893,37247151,3,ждеть,уверенный знание Python,1
2894,37247151,3,ждеть,понимание базовый структура данные алгоритм работа,1
2895,37247151,3,ждеть,знание принцип работа современный ML DL алгоритм,1
2896,37247151,3,ждеть,хороший математический подготовка знание прикладной статистика,1
2897,37247151,3,ждеть,опыт использование DL фреймворк Tensorflow Pytorch Keras,1
2898,37247151,3,ждеть,желание самостоятельно изучать научный статья ставить эксперимент основа,1
2899,37247151,4,плюс,знание современный C++ 14 17 стандарт,2
2900,37247151,4,плюс,опыт работа библиотека распознавание речь Kaldi Sphinx,2
2901,37247151,4,плюс,знание базовый принцип цифровой обработка сигнал bit depth Сample rate,2
2902,37247151,4,плюс,окончить мфть Вшэ мига шад,2
2903,37247151,5,предлагать,работа комфортный офис метро водный стадион уютный офис панорамный вид,3
2904,37247151,5,предлагать,профессиональный развитие постоянно проводить митап тренинг мастер класс твой распоряжение,3
2905,37247151,5,предлагать,бесплатный вкусный обед уютный Tinkoff сafe захотеть перекусить каждый этаж,3
2906,37247151,5,предлагать,забота здоровье оформить полис дмс стоматология страховка несчастный случай твой,3
2907,37247151,5,предлагать,занятие бесплатный фитнес зал Tinkoff Sport пользоваться тренажер посещать групповой,3
2908,37247151,5,предлагать,достойный твой профессиональный уровень зарплата,3
2913,38220441,2,задача мочь стать твой,около 70 весь наш задача касаться бизнес логика продукт PHP,0
2914,38220441,3,оплата отклик специалист платить небольшой,остальной 30 это изменение пользовательский интерфейс React платформа чат Node.js,1
2915,38220441,4,нужный присоединиться,год продуктовый разработка опыт продолжительный работа либо проект рефакторинг поддержка,1
2916,38220441,4,нужный присоединиться,осознать подход архитектура приложение читаемость код понимать это нужный мочь,1
2917,38220441,4,нужный присоединиться,твой основной специализация мочь JavaScript Python высокоуровневый язык позиция любой,1
2918,38220441,4,нужный присоединиться,уверенный владение любой диалект SQL SELECT JOIN GROUP BY агрегат,1
2919,38220441,5,это предлагать,высокий белый зарплата,3
2920,38220441,5,это предлагать,опцион компания эффективный сотрудник,3
2921,38220441,5,это предлагать,оплата половина стоимость дмс включая стоматология первый день работа,3
2922,38220441,5,это предлагать,комфортный офис ходынский поле 10 минута статья маротра цска 5,3
2923,38220441,5,это предлагать,доступ электронный библиотека миф профессиональный литература,3
2924,38220441,5,это предлагать,оплата профильный курс участие российский международный конференция,3
2925,38220441,5,это предлагать,корпоративный выезд хакатон митать тематический вечеринка тренинг,3
2926,39610918,0,обязанность,наполнение бд,0
2927,39610918,0,обязанность,построение ETL,0
2928,39610918,0,обязанность,налаживание отчетность аналитический отчет,0
2929,39610918,1,требование,высший образование,1
2930,39610918,1,требование,свыше 2 х год опыт коммерческий разработка экосистема HadoopSpark Hive,1
2931,39610918,1,требование,понимание принцип работа умение конфигурировать компонент Hadoop,1
2932,39610918,1,требование,знание концепция хранилище данные опыт разработка ETL,1
2933,39610918,1,требование,владение язык программирование Scala Java Python,1
2934,39610918,1,требование,знание RDBMS Oracle опыт работа SQL PL SQL,1
2935,39610918,2,дополнительный требование,навык работа Git Git flow Gitlab,2
2936,39610918,2,дополнительный требование,понимание методология Scrum Agile,2
2937,39610918,2,дополнительный требование,успешный опыт работа команда 7 человек,2
2938,39610918,2,дополнительный требование,знание Unix Linux навык работа Shell,2
2939,39610918,3,условие,график работа пень – чта 09.00 18.00 потхнин 09.00 16.45,4
2940,39610918,3,условие,оформление соответствие требование тк рф оплачивать отпуск больничный лист выплата,4
2941,39610918,3,условие,возможность повышение квалификация карьерный рост,4
2942,39610918,3,условие,дмс окончание испытательный срок,4
2943,39610918,3,условие,зарплатный проект банк втб,4
2944,39610918,3,условие,премирование итог работа календарный год,4
2945,39610918,3,условие,заработный плата обсуждать результат собеседование,4
2950,38945815,1,3D аниматор наш команда,оживлять персонаж мир игра,3
2951,38945815,1,3D аниматор наш команда,знать создать риг Maya помощь Advanced Skeleton,3
2952,38945815,1,3D аниматор наш команда,понимать стилистика проект следить стилистика воплощаться жизнь,3
2953,38945815,1,3D аниматор наш команда,давать рекомендация доработка модель качественный анимация,3
2954,38945815,1,3D аниматор наш команда,позитивно воспринимать обратный связь готовый работать команда,3
2955,38945815,1,3D аниматор наш команда,искать способ делать игра хороший рамка свой экспертиза предел,3
2956,38945815,2,обязательно пригодиться,иметь опыт работа mGear,1
2957,38945815,2,обязательно пригодиться,владеть MEL Python мочь создавать полезный инструмент команда,1
2958,38945815,3,условие работа,возможность работать удаленно наш уютный офис недалеко мбновокузнецкий офис оборудовать,4
2959,38945815,3,условие работа,баланс работа личный жизнь – важный мочь полноценно отдыхать уделять,4
2960,38945815,3,условие работа,возможность профессиональный обучение повышение квалификация счет компания также участие различный,4
2961,38945815,3,условие работа,корпоративный активность праздник число удаленный сотрудник,4
2962,38945815,3,условие работа,официальный заработный плата оформление тк рф доплата больничный отпуск 100,4
2963,39438332,0,обязанность,ручной автоматизировать функциональный тестирование,0
2964,39438332,0,обязанность,разработка тест план регламент проведение тестирование актуализация существовать,0
2965,39438332,0,обязанность,замещение руководитель отдел,0
2966,39438332,0,обязанность,самостоятельный ведение часть тестовый проект,0
2967,39438332,0,обязанность,работа тз выяснение неописанный особенность реализация функционал,0
2968,39438332,0,обязанность,анализ найти ошибка взаимодействие разработчик,0
2969,39438332,1,требование,высший технический образование,1
2970,39438332,1,требование,опыт работа тестирование 3 год,1
2971,39438332,1,требование,опыт работа операционный система MS Windows,1
2972,39438332,1,требование,опыт написание тестовый документация работа тз,1
2973,39438332,2,желательный,опыт работа Linux,2
2974,39438332,2,желательный,навык координация выполнение задача,2
2975,39438332,2,желательный,навык создание простой скрипт тестирование знание Python приветствоваться,2
2976,39438332,3,условие,текущий момент работа удаленно стабилизация ситуация коронавирус возможный переход офис,4
2977,39438332,3,условие,трудоустройство соответствие трудовой кодекс рф,4
2978,39438332,3,условие,заработный плата обсуждать результат собеседование зависеть профессиональный уровень кандидат,4
2979,39438332,3,условие,возможность профессиональный развитие карьерный рост,4
2980,39438332,3,условие,наличие офисный столовая возможность заниматься спорт территория офис спортивный тренажерный,4
2981,39438332,3,условие,медицинский страховка,4
2982,39438332,3,условие,доброжелательный демократичный творческий атмосфера коллектив,4
2983,39438332,3,условие,офис шаговый доступность ст.м профсоюзный,4
2984,39438332,3,условие,рабочий день 10 18 час включая обедить перерыв,4
2985,39865366,0,наш пожелание специалист,хороший знание ReactNative,2
2986,39865366,0,наш пожелание специалист,опыт разработка мобильный приложение платформа Android iOS использование данный фреймворка,2
2987,39865366,0,наш пожелание специалист,хороший знание JavaScript понимание работать React понимание нюанс работа JavaScript,2
2988,39865366,0,наш пожелание специалист,знание CSS частность FlexBox механизм расположение блок,2
2989,39865366,0,наш пожелание специалист,умение работать Oit,2
2990,39865366,0,наш пожелание специалист,понимание принцип работа HTTP принцип REST опыт работа FetchAPI,2
2991,39865366,0,наш пожелание специалист,навык работа команда,2
2992,39865366,0,наш пожелание специалист,ответственный подход работа,2
2993,39865366,1,желательный,опыт публикация AppStore Гугл Play,2
2994,39865366,1,желательный,опыт нативный разработка,2
2995,39865366,2,предстоять заниматься,разработка мобильный приложение заказчик iOS Android первый время предполагаться приложение,0
2996,39865366,3,мочь предложить,никакой дресс код стандарт,3
2997,39865366,3,мочь предложить,классный вечеринка отдых это важный часть работа,3
2998,39865366,3,мочь предложить,высокий уровень доход число бонус результат,3
2999,39865366,3,мочь предложить,медицинский страховка дмс включая стоматология госпитализация страхование выезжать зарубеж,3
3000,39865366,3,мочь предложить,удобный расположение офис шаговый доступность станция гражданский мцд 2 метро,3
3001,39865366,3,мочь предложить,обучение английский язык носитель язык офис компания,3
3002,39865366,3,мочь предложить,корпоративный скидка пользование услуга турагентство страхование мобильный связь фитнес центр,3
3003,39865366,3,мочь предложить,обучение корпоративный университет,3
3004,39865366,3,мочь предложить,занятие корпоративный футбольный команда,3
3005,39865366,3,мочь предложить,настольный теннис офис компания корпоративный библиотека буккроссинг x box обширный,3
3006,39865366,3,мочь предложить,выходной норбит программа активный выходной вместе норбит фруктовый пятница,3
3009,39912495,1,твой обязанность входить,управление команда,0
3010,39912495,1,твой обязанность входить,применение алгоритм машинный обучение решение ставить бизнес задача,0
3011,39912495,1,твой обязанность входить,сбор данные внутренний база данные работа внешний источник информация,0
3012,39912495,1,твой обязанность входить,взаимодействие заказчик процесс реализация задача,0
3013,39912495,1,твой обязанность входить,подготовка аналитический отчет,0
3014,39912495,1,твой обязанность входить,презентация финальный продукт заказчик,0
3015,39912495,2,нужный уметь,умение структурировать свой исследование проводить грамотный результативный EDA,1
3016,39912495,2,нужный уметь,знание теория вероятность математический статистика,1
3017,39912495,2,нужный уметь,отличный знание алгоритм машинный обучение,1
3018,39912495,2,нужный уметь,опыт менторство управление команда,1
3019,39912495,2,нужный уметь,Python numpy pandas matplotlib scikit learn xgboost lightgbm catboost tensorflow,1
3020,39912495,2,нужный уметь,писать качественный код уверенно пользоваться Git Linux,1
3021,39912495,2,нужный уметь,уверенный SQL,1
3022,39912495,2,нужный уметь,опыт работа Hadoop Spark Hive,1
3023,39912495,2,нужный уметь,приветствоваться успешный участие чемпионат машинный обучение,1
3024,39912495,2,нужный уметь,2+ год data science,1
3025,39912495,2,нужный уметь,опыт успешный вывод проект продакшн.,1
3026,39912495,3,предлагать,работа профессиональный команда который готовый делиться знание опыт,3
3027,39912495,3,предлагать,офис маротра войковский мцк балтийский мець красный балтиец,3
3028,39912495,3,предлагать,график работа 5 2 40 час неделя гибкий начало день,3
3029,39912495,3,предлагать,официальный трудоустройство,3
3030,39912495,3,предлагать,корпоративный мобильный связь медицинский страховка страхование жизнь,3
3031,39912495,3,предлагать,современный рабочий пространство уютный зона отдых,3
3032,39912495,3,предлагать,спортзал велопарковка,3
3033,39912495,3,предлагать,оплата дистанционный курс участие профессиональный конференция,3
3034,37401112,0,предлагать следующий задача,работа команда формат спринт,0
3035,37401112,0,предлагать следующий задача,активный взаимодействие руководитель проект аналитик разработчик тестировщик,0
3036,37401112,0,предлагать следующий задача,участие митинг планирование спринт,0
3037,37401112,0,предлагать следующий задача,участие автоматизация процесс тестирование разработка тестовый модель – автоматизировать тест,0
3038,37401112,0,предлагать следующий задача,проведение интеграционно функциональный регрессионный автоматизировать тестирование,0
3039,37401112,0,предлагать следующий задача,формирование задача разработчик баг репорт,0
3040,37401112,1,хотеть видеть ваш опыт,опыт работа 2 год функциональный регрессионный тестирование пользовательский интерфейс,1
3041,37401112,1,хотеть видеть ваш опыт,уверенный знание теория тестирование умение применять знание практика уровень вид,1
3042,37401112,1,хотеть видеть ваш опыт,опыт разработка тестовый документация тест план тест кейс чек лист,1
3043,37401112,1,хотеть видеть ваш опыт,опыт тестирование API,1
3044,37401112,1,хотеть видеть ваш опыт,понимание принцип клиент серверный архитектура,1
3045,37401112,1,хотеть видеть ваш опыт,язык программирование Kotlin Java Python,1
3046,37401112,1,хотеть видеть ваш опыт,опыт создание автотест Detox Appium Espresso XCUITest,1
3047,37401112,1,хотеть видеть ваш опыт,опыт автоматизировать тестирование мобильный Android iOS приложение,1
3055,39883705,1,факт компания,13 год рынок оказание digital услуга,1
3056,39883705,1,факт компания,120+ профессионал команда компания,1
3057,39883705,1,факт компания,750 работать сайт создать,1
3058,39883705,1,факт компания,250 довольный клиент регулярный поддержка сайт,1
3059,39883705,1,факт компания,собственный технологический разработка область автоматизация поддержка сайт веб разработка менеджмент,1
3060,39883705,2,ценить,желание расти развиваться область веб разработка Front End Back End.,1
3061,39883705,2,ценить,желание работать стабильный успешный коллектив,1
3062,39883705,2,ценить,нацеленность конечный результат,1
3063,39883705,2,ценить,искренний любовь 1она битрикс,1
3064,39883705,2,ценить,желание решать интересный задача разный уровень,1
3065,39883705,3,предстоять заниматься,поддержка развитие сайт 1с битрикс ведущий российский международный бренд,0
3066,39883705,4,рад видеть наш команда,уверенный знание 1C битрикс Bitrix API опыт 1 3 год,1
3067,39883705,4,рад видеть наш команда,опыт коммерческий разработка сайт,1
3068,39883705,4,рад видеть наш команда,грамотный речь,1
3069,39883705,4,рад видеть наш команда,обучаемость готовность постоянно развиваться,1
3070,39883705,4,рад видеть наш команда,умение выражать свой мысль письменно,1
3071,39883705,5,предлагать,работа постоянный основа удалить формат,3
3072,39883705,5,предлагать,размер заработный плата формироваться индивидуально зависимость уровень знание кандидат,3
3073,39883705,5,предлагать,нормировать график работа 5 2.,3
3074,39883705,5,предлагать,гибкий начало рабочий день 9 10 стандартный восьмичасовой рабочий день,3
3075,39883705,5,предлагать,испытательный срок 2 х месяц,3
3076,39883705,5,предлагать,возможность изучать английский язык льготный цена партнер,3
3077,39883705,5,предлагать,оплата профильный обучение посещение профессиональный конференция,3
3078,39883705,5,предлагать,корпоративный мероприятие активность несколько год,3
3080,38600658,1,предстоять,разрабатывать поисковый сервис компонент,0
3081,38600658,1,предстоять,обрабатывать большой кол текстовый информация,0
3082,38600658,1,предстоять,оптимизировать узкий производительность место,0
3083,38600658,1,предстоять,писать автотест,0
3084,38600658,2,наш стек,сервис C#,5
3085,38600658,2,наш стек,ElasticSearch Lucene Postgresql Kafka Clickhouse Hadoop Redis,5
3086,38600658,2,наш стек,k8s gitlab jira.,5
3087,38600658,3,ожидать,знание классический алгоритм структура данные,1
3088,38600658,3,ожидать,хороший знание C# опыт разработка 2 х год,1
3089,38600658,3,ожидать,навык разработка многопоточный приложение,1
3090,38600658,3,ожидать,опыт использование реляционный субд NoSQL хранилище,1
3091,38600658,3,ожидать,опыт написание автотест,1
3092,38600658,3,ожидать,ответственность аккуратность умение тестировать собственный код работать чужой,1
3093,38600658,3,ожидать,умение работать команда,1
3094,38600658,3,ожидать,последний год работать аналогичный должность,1
3095,38600658,4,плюс,опыт разработка высоконагруженный сервис,2
3096,38600658,4,плюс,опыт работа python,2
3097,38600658,4,плюс,желание постигать Data Science либо опыт решение ML задача,2
3098,38600658,4,плюс,умение работать большой массив данные,2
3099,38600658,5,предлагать,динамичный быстроразвивающийся бизнес ресурс возможность делать вместе делать лучший продукт,3
3100,38600658,5,предлагать,свобода действие принятие решение,3
3101,38600658,5,предлагать,достойный уровень заработный плата,3
3102,38600658,5,предлагать,профессиональный команда который гордиться,3
3103,38600658,5,предлагать,возможность развиваться вместе наш бизнес,3
3105,33575461,1,обязанность,анализ данные NGS картирование чтение сборка,0
3106,33575461,1,обязанность,выявление индивидуальный вариант геном интерпретация,0
3107,33575461,1,обязанность,статистический анализ данные,0
3108,33575461,1,обязанность,разработка программный конвейер автоматизировать анализ данные NGS решение диагностический задача,0
3109,33575461,2,требование,владение скриптовый язык программирование Perl Python анализ данные – R,1
3110,33575461,2,требование,владение село Java являться преимущество,1
3111,33575461,2,требование,знание алгоритм решение оптимизационный задача линейный динамический программирование структура данные,1
3112,33575461,2,требование,знание основной алгоритм программа использовать биоинформатика,1
3113,33575461,2,требование,приветствоваться образование область биоинформатика прикладной математика,1
3114,33575461,3,условие,оформление тк рф,4
3115,33575461,3,условие,график работа 10 00 18 30,4
3116,33575461,3,условие,территориальный расположение муперовой,4
3117,33575461,3,условие,льготный питание 50 весь вид лабораторно диагностический услуга CMD,4
3118,33575461,3,условие,заработный плата результат собеседование,4
3122,39885561,1,предстоять заниматься,функциональный тестирование задача,0
3123,39885561,1,предстоять заниматься,разработка чек лист тест кейс,0
3124,39885561,1,предстоять заниматься,оформление сопровождение дефект,0
3125,39885561,1,предстоять заниматься,участие Сmoue sanity regression automation цикл,0
3126,39885561,1,предстоять заниматься,взаимодействие разработка бизнес,0
3127,39885561,1,предстоять заниматься,развитие интересный направление тест дизайн автоматизация безопасность нагрузка,0
3128,39885561,2,требование,опыт тестирование веб проект 1 год обязательный минимальный опыт,1
3129,39885561,2,требование,уверенный понимание теория тестирование,1
3130,39885561,2,требование,умение эффективно работать команда,1
3131,39885561,2,требование,стремление непрерывный совершенствование,1
3132,39885561,3,плюс,знание JS node.js Java,2
3133,39885561,3,плюс,опыт работа Postgress,2
3134,39885561,3,плюс,опыт работа Linux система,2
3135,39885561,3,плюс,стремление выполнять сложный задача доводить логический завершение,2
3136,39885561,3,плюс,опыт работа Jira TestRail TM4J,2
3137,39885561,3,плюс,опыт удалить работа,2
3138,39885561,4,предлагать,график работа 5 2,3
3139,39885561,4,предлагать,удалить работа,3
3140,39885561,4,предлагать,молодой коллектив средний возраст 28 год,3
3141,39885561,4,предлагать,либо удаленный работа либо работа офис,3
3142,39885561,4,предлагать,корпоративный обучение конференция широкий возможность профессиональный карьерный рост,3
3143,39885561,4,предлагать,оформление тк рф оплачивать отпуск больничный лист,3
3144,39885561,4,предлагать,белый зарплата уровень который определять индивидуально основание уровень знание опыт,3
3145,39361634,0,обязанность,администрировать сервис облачный платформа,0
3146,39361634,0,обязанность,настраивать поддерживать CI CD,0
3147,39361634,0,обязанность,автоматизировать документировать DevOps процесс,0
3148,39361634,0,обязанность,участвовать разработка архитектурный решение,0
3149,39361634,0,обязанность,принимать участие создание стенд,0
3150,39361634,0,обязанность,исследовать тестировать возможность использование технология решение оборудование существовать разрабатывать инфраструктура,0
3151,39361634,0,обязанность,помогать поиск причина некорректный функционирование путь устранение,0
3152,39361634,0,обязанность,работать дефект система багтерекинг,0
3153,39361634,0,обязанность,взаимодействовать разработчик,0
3154,39361634,0,обязанность,участвовать третий линия поддержка пользователь облачный платформа,0
3155,39361634,1,требование,высший образование,1
3156,39361634,1,требование,знание Linux уровень администратор,1
3157,39361634,1,требование,опыт планирование развертывание эксплуатация облачный платформа знание архитектура компонент,1
3158,39361634,1,требование,знакомство опыт работа платформа OpenStack VMWare Kubernetes Openshift,1
3159,39361634,1,требование,знание сетевой технология протокол,1
3160,39361634,1,требование,опыт автоматизация работа помощь Bash Ansible Python,1
3161,39361634,1,требование,знание средства мониторинг Prometheus Zabbix,1
3162,39361634,1,требование,опыт работа база данные PostgreSQL Clickhouse,1
3163,39361634,2,условие,трудоустройство согласно законодательство,4
3164,39361634,2,условие,конкурентный заработный плата,4
3165,39361634,2,условие,профессиональный обучение развитие,4
3166,39361634,2,условие,добровольный медицинский страхование льготный условие кредитование,4
3167,39361634,2,условие,корпоративный пенсионный программа материальный помощь,4
3168,39361634,2,условие,спортивный жизнь корпоративный мероприятие,4
3169,39361634,2,условие,возможность строить карьера ведущий банк россия,4
3170,39572936,0,делать,разрабатывать приложение медиаплеер,0
3171,39572936,0,делать,документировать функциональность проект,0
3172,39572936,0,делать,писать тест,0
3173,39572936,1,ждать,опыт разработка IOS приложение 2х год,1
3174,39572936,1,ждать,опыт разработка Swift 1 год,1
3175,39572936,1,ждать,опыт разработка клиент серверный приложение приложение работать аудио видео контент,1
3176,39572936,1,ждать,знание SQL,1
3177,39572936,1,ждать,опыт работа система контроль версия Oit,1
3178,39572936,1,ждать,опыт работа task менеджер jira,1
3179,39572936,1,ждать,знание основной интернет протокол,1
3180,39572936,1,ждать,хороший коммуникативный навык,1
3181,39572936,1,ждать,навык оценка срок разработка,1
3182,39572936,2,желательный,понимание Agile методология,2
3183,39572936,2,желательный,навык тестирование мобильный приложение,2
3184,39572936,2,желательный,навык написание unit тест,2
3185,39572936,2,желательный,понимание код Java.,2
3186,39572936,3,предлагать,возможность влиять продукт прислушиваться мнение каждый член команда,3
3187,39572936,3,предлагать,agile управление проект Scrum Kanban,3
3188,39572936,3,предлагать,возможность развиваться оплачивать покупка книга курс участие конференция,3
3189,39572936,3,предлагать,хороший железо pc core i 5 16gb 256ssd 2 монитор,3
3190,39572936,3,предлагать,соблюдение тк рф официальный трудоустройство полностью белый заработный плата,3
3191,39572936,3,предлагать,гибкий старт начало рабочий день,3
3192,39572936,3,предлагать,офис 7 минута пешком маротра савеловский,3
3195,39577399,1,предстоять задача,взаимодействовать отдел клиентский сервис поддержка разработка сбор разносторонний информация продукт,0
3196,39577399,1,предстоять задача,искать проверять гипотеза бизнес инсайт число область увеличение LTV пользователь,0
3197,39577399,1,предстоять задача,анализировать получить данные привычный средство BI,0
3198,39577399,1,предстоять задача,организовывать проведение тест анализировать результат,0
3199,39577399,1,предстоять задача,визуализировать получить данные использование сотрудник например выявление фрод Affiliate менеджер,0
3200,39577399,2,ожидать кандидат,проактивность самостоятельность поиск информация выполнение задача,1
3201,39577399,2,ожидать кандидат,знакомство система веб мобильный аналитик,1
3202,39577399,2,ожидать кандидат,знание наш основной использовать данный момент инструмент Гугл Analytics Optimize,1
3203,39577399,2,ожидать кандидат,преимущество знание Python опыт составление предиктивный модель,1
3204,39577399,2,ожидать кандидат,владение инструмент визуализация данные напр,1
3205,39577399,2,ожидать кандидат,желательный опыт применение перечислить навык следующий область,1
3206,39577399,3,условие,уровень заработный плата обсуждать успешный кандидат,4
3207,39577399,3,условие,13 зарплата,4
3208,39577399,3,условие,офис гибкий начало рабочий день 9 10 11 утро,4
3209,39577399,3,условие,курс английский язык счёт компания,4
3210,39577399,3,условие,уютный просторный офис недалеко станция метро савеловский кофе чай вкусняшка,4
3211,39577399,3,условие,классный команда молодой профессионал дружелюбный атмосфера приветствие самый смелый идея,4
3212,39577399,3,условие,корпоративный обучение тренинг профессиональный литература,4
3213,39733503,0,условие,высокий уровень оклад премия достижение KPI’s,4
3214,39733503,0,условие,справедливый система оплата труд,4
3215,39733503,0,условие,оформление строго тк рф,4
3216,39733503,0,условие,дмс 3 х месяц работа,4
3217,39733503,0,условие,корпоративный тариф связь свой,4
3218,39733503,0,условие,корпоративный спорт конференция meetup’s …,4
3219,39733503,0,условие,возможность прямой взаимодействие мтс Big Data,4
3220,39733503,0,условие,возможность изменить график работа,4
3221,39733503,0,условие,быстро развиваться Agile культура,4
3222,39733503,1,обязанность,создавать авто тест фреймворк тестирование,0
3223,39733503,1,обязанность,анализировать требование результат авто тест,0
3224,39733503,1,обязанность,подготавливать тестовый данные,0
3225,39733503,1,обязанность,искать документировать сопровождать ошибка баг трекер,0
3226,39733503,1,обязанность,вручную проверять разработать функционал автоматизация нерациональный,0
